Rank,Title,Year,Rating,Weight,Type,Min Players,Max Players,Community Player Count Min,Community Player Count Max,Community Best Player Count Min,Community Best Player Count Max,Playing Time Min,Playing Time Max,Age,Community Age,Designers,Artists,Categories
848,Century: A New World,2019,7.27909,2.1111,"Strategy Game(521), Family Game(205)",2,4,2,4,3,3,30,45,8,10,Emerson Matsuuchi,Atha Kanaani; Chris Quilliams,Renaissance
849,Crystal Palace,2019,7.50139,3.7692,Strategy Game(477),2,5,2,4,3,4,60,150,14,14,Carsten Lauber,Andrea Alemanno,Dice; Economic
850,Messina 1347,2021,7.50005,3.601,Strategy Game(481),1,4,1,4,3,3,60,140,14,12,Raúl Fernández Aparicio; Vladimír Suchý,Michal Peichl,Economic; Medical; Medieval
851,Wits & Wagers,2005,6.9256,1.2055,Party Game(62),3,7,4,7,6,7,25,25,10,8,Dominic Crapuchettes,N/A,Bluffing; Party Game; Trivia
852,EXIT: The Game – The Pharaoh's Tomb,2016,7.13349,2.7273,Thematic(185),1,6,1,4,2,2,45,90,12,12,Inka Brand; Markus Brand,Silvia Christoph; Michaela Kienle; Sensit Communication GmbH; Franz Vohwinkel,Ancient; Deduction; Puzzle; Real-time
853,Myrmes,2012,7.25187,3.454,Strategy Game(513),2,4,2,4,4,4,60,120,13,12,Yoann Levet,Arnaud Demaegd,Animals; Environmental; Farming
854,Menara,2018,7.41487,1.5513,Family Game(199),1,4,1,4,2,3,10,60,8,6,Oliver Richtberg,Sébastien Caiveau,Action / Dexterity; Fantasy
855,Evergreen,2022,7.45151,2.1356,Family Game(193),1,4,1,4,2,2,45,45,8,10,Hjalmar Hach,Wenyi Geng,Puzzle
856,Tash-Kalar: Arena of Legends,2013,7.14526,2.8435,"Abstract Game(51), Strategy Game(542)",2,4,2,4,2,2,30,30,13,12,Vlaada Chvátil,David Cochard,Abstract Strategy; Card Game; Fantasy; Fighting
857,Perudo,1800,6.92834,1.249,"Party Game(67), Family Game(264)",2,10,3,6,5,6,15,30,8,8,Richard Borg,Rita Åse; Bildgården AB; Design Edge; Wanjin Gill; H.P. Hoff; Martin Lodewijk; Thierry Masson; Heinz Grafische Werke; Ron Zalme,Bluffing; Children's Game; Dice; Movies / TV / Radio theme; Party Game
858,Trismegistus: The Ultimate Formula,2019,7.55169,4.189,Strategy Game(485),1,4,1,3,2,2,90,120,14,14,Federico Pierlorenzi; Daniele Tascini,Paweł Niziołek; Paulina Wach,Dice
859,BANG! The Dice Game,2013,6.87891,1.2794,Party Game(77),3,8,5,8,6,7,15,15,8,8,Michael Palm; Lukas Zach,Riccardo Pieruccini,American West; Bluffing; Deduction; Dice; Fighting; Party Game
860,Wir sind das Volk!,2014,7.76255,3.7366,"War Game(36), Strategy Game(456)",2,2,2,2,2,2,60,150,12,14,Richard Sivél; Peer Sylvester,Friedemann Bochow; Richard Shako,Economic; Political
861,Guards of Atlantis II,2022,8.37108,3.3387,Strategy Game(425),4,10,4,10,4,6,90,120,14,14,Artyom Nichipurov,Martin Bulteau; Stéphane Dumoulin; Jeremy Forveille; Karolina Jędrzejak; Gaël Lannurien; Kim Van Deun,Fantasy; Miniatures; Video Game Theme; Wargame
862,Wizard,1984,6.99539,1.7005,Family Game(257),3,6,3,6,4,5,45,45,10,10,Ken Fisher,Franz Vohwinkel,Card Game; Fantasy
863,Dixit: Journey,2012,7.38299,1.2556,Party Game(35),3,6,4,6,5,6,30,30,8,10,Jean-Louis Roubira,Xavier Collette,Card Game; Humor; Party Game
864,Detective Club,2018,7.36065,1.2468,Party Game(37),4,8,5,8,6,7,45,45,8,10,Oleksandr Nevskiy,M81 Studio,Bluffing; Card Game; Deduction; Humor; Party Game
865,Khôra: Rise of an Empire,2021,7.37717,2.7437,Strategy Game(512),2,4,2,4,4,4,75,75,14,12,Head Quarter Simulation Game Club,David Chapoulet; Jocelyn 'Joc' Millet,Ancient; City Building; Economic
866,Diplomacy,1959,7.0331,3.3237,"War Game(272), Strategy Game(655)",2,7,6,7,7,7,360,360,12,14,Allan B. Calhamer,Blake Beasley; Hugh Bredin; Vincent Dutrait; Gilles Lautussier; Janos Orban; Guillaume Rohmer; Allison Shinkle,Bluffing; Negotiation; Political; Post-Napoleonic; Wargame
867,Smash Up: Awesome Level 9000,2013,7.2096,2.1196,"Strategy Game(584), Family Game(229)",2,2,2,2,N/A,N/A,45,45,12,12,Paul Peterson,Conceptopolis; Dinobot Illustration,Card Game; Fantasy; Horror; Humor; Spies / Secret Agents
868,Fury of Dracula (Second Edition),2005,7.08084,2.9533,Thematic(221),2,5,2,5,5,5,120,180,10,12,Stephen Hand; Kevin Wilson,Ed Bourelle; Anders Finér; Andrew Navaro; Scott Nicely,Adventure; Deduction; Fighting; Horror; Novel-based
869,Dragon Castle,2017,7.10006,1.9873,"Abstract Game(47), Family Game(224)",1,4,2,4,2,2,30,45,8,8,Hjalmar Hach; Luca Ricci; Lorenzo Silva,Cinyee Chiu,Abstract Strategy
870,Spicy,2020,7.15437,1.3058,Party Game(54),2,6,3,6,4,5,15,20,10,8,Győri Zoltán Gábor,Jimin Kim,Animals; Bluffing; Card Game
871,Dogs of War,2014,7.52372,2.6385,Strategy Game(488),3,5,4,5,5,5,75,75,14,14,Paolo Mori,Mathieu Harlaut; Christophe Madura; Edu Valls,Abstract Strategy; Fantasy; Negotiation; Renaissance; Wargame
872,Clever Cubed,2020,7.47371,2.3723,Family Game(194),1,4,1,4,2,2,30,30,14,12,Wolfgang Warsch,Leon Schiffer,Dice; Number
873,Empire of the Sun: The Pacific War 1941-1945,2005,8.25832,4.3953,War Game(9),1,2,1,2,2,2,360,360,12,16,Mark Herman,Dave Lawrence; Rodger B. MacGowan; Mark Simonitch,Nautical; Wargame; World War II
874,New Frontiers,2018,7.3895,2.9597,Strategy Game(503),2,5,2,5,4,4,45,75,14,10,Thomas Lehmann,Martin Hoffmann; Wei-Hwa Huang; Claus Stephan,Science Fiction; Space Exploration
875,Coal Baron,2013,7.26377,2.5357,Strategy Game(523),2,4,2,4,3,4,60,75,10,10,Michael Kiesling; Wolfgang Kramer,Frédéric Brogard; Dennis Lohausen,Industry / Manufacturing; Trains; Transportation
876,K2,2010,6.99807,2.2475,"Thematic(248), Family Game(258)",1,5,1,5,3,4,60,60,8,8,Adam Kałuża,Jarek Nocoń,Adventure; Exploration; Sports
877,Century: Eastern Wonders,2018,7.10169,2.1081,Family Game(226),2,4,2,4,4,4,30,45,8,8,Emerson Matsuuchi,Atha Kanaani; Chris Quilliams,Nautical
878,Between Two Cities,2015,6.96874,1.8163,Family Game(256),1,7,3,7,5,6,25,25,14,8,Matthew O'Malley; Ben Rosset,Beth Sobel,City Building; Negotiation
879,Blokus,2000,6.86092,1.7332,Abstract Game(61),2,4,2,4,4,4,20,20,7,6,Bernard Tavitian,Alan D. Hoch,Abstract Strategy; Territory Building
880,Startups,2017,7.18167,1.5726,Family Game(221),3,7,3,5,4,4,20,20,10,10,Jun Sasaki,Hiroko Izumida; Jun Sasaki,Card Game; Economic
881,My Little Scythe,2018,7.20691,2.0299,Family Game(220),1,6,1,6,4,4,45,60,8,6,Hoby Chou; Vienna Chou,Noah Adelman; Katie Khau,Children's Game; Exploration; Fantasy; Fighting
882,Steampunk Rally,2015,7.13509,2.6211,"Strategy Game(576), Family Game(232)",2,8,2,6,3,5,45,60,14,12,Orin Bishop,Lina Cossette; David Forest,Dice; Racing; Science Fiction
883,Diamant,2005,6.84611,1.1148,"Party Game(68), Family Game(276)",3,8,3,8,6,8,20,40,8,6,Bruno Faidutti; Alan R. Moon,Jörg Asselborn; Matthias Catrein; Mila Harbar; Robert Islas; Prapach Lapamnuaysap; Paul Mafayon; Claus Stephan; Christof Tisch,Bluffing; Exploration
884,Finca,2009,7.06812,2.0689,Family Game(228),2,5,2,4,2,2,45,45,10,8,Wolfgang Sentker; Ralf zur Linde,Vincent Dutrait; Joan Guardiet; Franz Vohwinkel,Economic; Farming
885,Defenders of the Realm,2010,7.26789,2.6949,Thematic(194),1,4,1,4,4,4,90,90,13,10,Richard Launius,Larry Elmore,Adventure; Fantasy; Fighting
886,The Networks: Primetime,2016,7.13154,2.6031,Strategy Game(560),1,5,1,5,4,4,60,90,13,10,Gil Hova,Heiko Günther; Travis Kinchy,Economic; Humor; Movies / TV / Radio theme
887,Villagers,2019,7.11168,2.221,Family Game(242),1,5,1,4,3,3,30,60,10,10,Haakon Gaarder,Haakon Gaarder,Card Game; City Building; Industry / Manufacturing; Medieval
888,Prêt-à-Porter,2010,7.26887,3.5618,Strategy Game(527),2,4,2,4,4,4,90,90,10,14,Piotr Haraszczak; Ignacy Trzewiczek,Mariusz Gandzel; Maciej Janik; Tomasz Jedruszek; Mateusz Kopacz; Kwanchai Moriya; Michał Oracz; Darek Zabrocki,Economic; Industry / Manufacturing
889,Blue Lagoon,2018,7.20883,2.0301,"Abstract Game(28), Family Game(212)",2,4,2,4,4,4,30,45,8,8,Reiner Knizia,Tomasz Larek,Abstract Strategy
890,Blue Moon City,2006,7.03832,2.2852,"Strategy Game(583), Family Game(239)",2,4,2,4,3,4,30,50,14,8,Reiner Knizia,Daren Bader; Scott Fischer; Nicolas Fructus; Lars Grant-West; Todd Lockwood; John Matson; James Nelson; Jim Nelson; Michael Phillippi; Franz Vohwinkel,City Building; Fantasy
891,Rhino Hero: Super Battle,2017,7.21178,1.0978,"Children's Game(7), Family Game(216)",2,4,2,4,3,4,10,20,5,5,Scott Frisco; Steven Strumpf,Gus Batts; Thies Schwarz,Action / Dexterity; Animals; Children's Game; Fighting
892,Shadows of Brimstone: Swamps of Death,2014,8.01941,3.4023,Thematic(129),1,4,1,4,4,4,90,180,12,12,Jason C. Hill,Gaël Goumon; Jack Scott Hill; Ralph Horsley; Tomasz Jedruszek; Brian Snoddy; Ben Wootten,Adventure; American West; Exploration; Fantasy; Horror; Miniatures
893,Marvel Zombies: A Zombicide Game,2023,7.94089,2.3968,Thematic(139),1,6,1,6,2,4,60,60,14,10,Fábio Cury; Michael Shinall,Marco Checchetto; Henning Ludvigsen,Comic Book / Strip; Fighting; Horror; Miniatures; Movies / TV / Radio theme; Zombies
894,Paris: La Cité de la Lumière,2019,7.22517,2.0136,Abstract Game(32),2,2,2,2,2,2,30,30,8,8,José Antonio Abascal Acebo,Oriol Hernández,Abstract Strategy; Puzzle; Territory Building
895,Warhammer Quest: The Adventure Card Game,2015,7.3068,2.73,Thematic(193),1,4,1,4,4,4,30,60,14,12,Justin Kemppainen; Adam Sadler; Brady Sadler,N/A,Adventure; Card Game; Exploration; Fantasy; Fighting
896,Specter Ops,2015,7.15128,2.3889,"Thematic(207), Strategy Game(563)",2,5,2,4,3,3,60,120,9,10,Emerson Matsuuchi,Steven Hamilton; Chad Hoverter; Emerson Matsuuchi; David Richards,Deduction; Fighting; Miniatures; Science Fiction; Spies / Secret Agents
897,Ricochet Robots,1999,7.03813,2.3755,Abstract Game(52),1,99,1,11,3,6,30,30,10,10,Alex Randolph,Franz Vohwinkel,Abstract Strategy; Maze; Puzzle; Real-time
898,Reef,2018,6.99768,1.82,Family Game(249),2,4,2,4,N/A,N/A,30,45,8,8,Emerson Matsuuchi,Chris Quilliams,Abstract Strategy; Animals
899,Evacuation,2023,7.51079,3.975,Strategy Game(494),1,4,1,4,2,3,60,150,12,14,Vladimír Suchý,Michal Peichl,Industry / Manufacturing; Racing; Science Fiction; Territory Building
900,Circadians: First Light,2019,7.52529,3.3804,Strategy Game(493),1,4,1,3,2,2,60,90,12,12,S J Macdonald,Sam Phillips,Dice; Science Fiction; Space Exploration
901,Leaving Earth,2015,7.70927,3.767,"Thematic(153), Strategy Game(504)",1,5,1,4,1,1,60,180,15,14,Joseph Fatula,Joseph Fatula,Card Game; Math; Science Fiction; Space Exploration
902,Tumblin' Dice,2004,7.25932,1.0494,"Party Game(40), Family Game(209)",1,6,2,6,4,6,20,45,7,5,Carey Grayson; Randy Nash; Rick Soued,Carey Grayson,Action / Dexterity; Dice; Party Game
903,Vegas Showdown,2005,7.13984,2.3598,Strategy Game(556),3,5,3,5,5,5,75,75,12,10,Henry Stern,David Hudnut; Scott Okumura; Peter Whitley,Economic
904,A War of Whispers,2019,7.28281,2.56,Strategy Game(543),2,4,2,4,4,4,30,60,14,12,Jeremy Stoltzfus,Tomasz Jedruszek; Dann May,Fantasy; Political; Spies / Secret Agents; Wargame
905,Codex Naturalis,2021,7.22279,1.7703,Family Game(223),1,4,2,4,2,3,20,30,7,8,Thomas Dupont,Maxime Morin,Card Game; Environmental
906,ZhanGuo,2014,7.52536,3.8201,Strategy Game(487),2,4,2,4,4,4,60,120,12,14,Marco Canetta; Stefania Niccolini,Mariano Iannelli,Ancient
907,Earth Reborn,2010,7.59589,3.8987,Thematic(157),2,4,2,4,2,2,180,180,13,14,Christophe Boelinger,David Goujard; Paul Mafayon; Thierry Masson; Jean-Charles Mourey,Adventure; Bluffing; Fighting; Miniatures; Science Fiction; Spies / Secret Agents; Zombies
908,New York Zoo,2020,7.00769,1.9588,Family Game(253),1,5,1,4,3,3,30,60,10,8,Uwe Rosenberg,Felix Wermke,Abstract Strategy; Animals; Puzzle
909,Yspahan,2006,7.04553,2.3709,Strategy Game(569),2,4,2,4,3,4,45,60,8,10,Sébastien Pauchon,Arnaud Demaegd; Mike Doyle (I),Dice; Economic
910,Advanced Squad Leader: Starter Kit #1,2004,7.83948,3.7636,War Game(27),2,2,1,2,2,2,120,120,13,14,Ken Dunn; Pete Shelling,Kurt Miller,Wargame; World War II
911,Deep Sea Adventure,2014,6.87409,1.1822,Family Game(283),2,6,3,6,4,4,30,30,8,8,Jun Sasaki; Goro Sasaki,Jun Sasaki,Dice; Exploration; Nautical; Party Game
912,Eminent Domain,2011,6.96675,2.5108,Strategy Game(602),2,4,2,4,3,3,45,45,10,10,Seth Jaffee,Gavan Brown; Eric J. Carter; Christine Conrad; Jeremy Deveraturda; Ryan Johnson; Patrick McEvoy; Hans-Georg Schneider; James Wolf Strehle,Card Game; Civilization; Science Fiction; Space Exploration
913,Santiago,2003,7.18689,2.4795,Strategy Game(540),2,5,4,5,5,5,75,75,10,10,Claudia Hely; Roman Pelek,Oliver Freudenreich; Tomasz Larek,Farming; Negotiation
914,Sleeping Gods: Distant Skies,2023,8.3381,2.9649,Thematic(124),1,4,1,4,1,2,60,600,13,10,Ryan Laukat,Ryan Laukat,Adventure; Aviation / Flight; Exploration; Fantasy; Fighting
915,CO₂: Second Chance,2018,7.48004,4.084,Strategy Game(518),1,4,1,4,3,4,60,120,12,14,Vital Lacerda,Ian O'Toole; Paula Simonetti; Giacomo Tappainer,Economic; Environmental; Industry / Manufacturing
916,SpaceCorp: 2025-2300AD,2018,7.66963,2.9765,Strategy Game(506),1,4,1,4,3,3,60,240,12,10,John H. Butterfield,Chad Jensen; Kurt Miller; Douglas Shrock; Mark Simonitch,Economic; Exploration; Science Fiction; Space Exploration
917,Hoplomachus: Victorum,2023,8.35028,3.5258,Strategy Game(461),1,1,1,1,1,1,60,90,14,12,Josh J. Carlson; Adam Carlson; Logan Giannini,Yoann Boissonnet; Anthony LeTourneau; Federico Pompili,Dice; Fighting
918,The Pursuit of Happiness,2015,7.15606,2.5875,"Thematic(213), Family Game(227)",1,4,1,4,3,3,60,90,12,10,Adrian Abela; David Chircop,Panayiotis Lyris,Economic
919,Everdell Farshore,2023,7.83956,2.8472,"Strategy Game(519), Family Game(189)",1,4,1,4,2,3,40,80,10,10,James A. Wilson; Clarissa A. Wilson,Jacqui Davis,Animals; Card Game; City Building; Fantasy
920,878 Vikings: Invasions of England,2017,7.47956,2.6286,War Game(93),2,4,2,4,2,4,60,120,12,12,Beau Beckett; Dave Kimmel; Jeph Stahl,Allan Ball; Jarek Nocoń; Steve Paschal,Educational; Medieval; Wargame
921,Spots,2022,7.13021,1.269,Family Game(254),1,4,2,4,2,3,25,30,10,6,Alex Hague; Jon Perry; Justin Vickers,John Bond,Animals; Card Game; Dice
922,Railroad Ink: Blazing Red Edition,2018,7.06212,1.4706,Family Game(252),1,6,1,6,2,4,20,30,8,8,Hjalmar Hach; Lorenzo Silva,Marta Tranquilli,Dice; Trains
923,Zenith,2025,7.94373,2.3636,Strategy Game(509),2,4,2,4,2,4,25,35,12,12,Grégory Grard; Mathieu Roussel,Xavier Gueniffey Durin,Card Game; Science Fiction
924,Caverna: Cave vs Cave,2017,7.07837,2.5606,Strategy Game(581),1,2,1,2,2,2,20,40,10,10,Uwe Rosenberg,Klemens Franz,Economic; Fantasy; Farming
925,Middle-Earth Quest,2009,7.38524,3.5488,Thematic(177),2,4,2,4,3,3,180,180,13,12,Corey Konieczka; Christian T. Petersen; Tim Uren,Tim Arney-O'Neil; Ryan Barger; Anna Christenson; Trevor Cook; Daarken; John Gravato; John Howe; Tomasz Jedruszek,Adventure; Exploration; Fantasy; Novel-based
926,Thunderstone Advance: Towers of Ruin,2012,7.31284,2.7449,Strategy Game(555),1,5,1,4,3,3,45,45,12,12,Edward Bolme; Mike Elliott; Mark Wootton,Jason Engle; Erich Schreiner; Mark Tarrisse; Shane Tyree,Card Game; Fantasy
927,Disney Villainous: The Worst Takes it All,2018,6.91432,2.4877,Family Game(304),2,6,2,4,3,3,45,120,10,10,Aaron Donogh; Prospero Hall; Brian Kirk,N/A,Card Game; Fantasy; Medieval; Movies / TV / Radio theme; Mythology; Novel-based; Pirates
928,Warhammer: Invasion,2009,7.23614,2.7379,"Customizable(39), Strategy Game(600)",2,2,2,2,2,2,45,45,13,10,Eric M. Lang,Kevin Childress; Paul Dainton; Clint Langley; Brian Schomburg; Adrian Smith; WiL Springer,Card Game; Collectible Components; Fantasy; Fighting; Mythology
929,Lovecraft Letter,2017,7.22019,1.4505,"Party Game(51), Family Game(246)",2,6,3,6,4,5,5,15,10,10,Seiji Kanai,Vincent Dutrait; Kouji Ogata,Card Game; Deduction; Fantasy; Horror
930,Disney Villainous: Perfectly Wretched,2020,7.5571,2.3,Family Game(211),2,3,2,3,3,3,40,60,10,10,Prospero Hall; Brian Kirk; Peter Lee; Stephanie Straw,N/A,Card Game; Fantasy; Movies / TV / Radio theme
931,Gloomhaven: Buttons & Bugs,2024,7.52854,3.307,Strategy Game(562),1,1,1,1,1,1,20,20,10,14,Joe Klipfel; Nikki Valens,Yanis Cardin; Mofei Wang,Adventure; Card Game; Fantasy; Fighting; Miniatures
932,Kanagawa,2016,7.00471,2,Family Game(269),2,4,2,4,4,4,45,45,10,8,Bruno Cathala; Charles Chevallier,Jade Mosch,Animals; Card Game
933,Wallenstein,2002,7.45175,3.303,Strategy Game(515),3,5,3,5,4,5,150,150,12,12,Dirk Henn,Jörg Asselborn; Christof Tisch,Economic; Pike and Shot; Territory Building; Wargame
934,Unlock!: Epic Adventures,2019,7.65483,2.125,Thematic(137),1,6,1,4,2,2,60,60,10,10,Mathieu Casnin; Cyril Demaegd; Guilaine Didier; Gabriel Durnerin; Luna Marie; Théo Rivière,Cyrille Bertin; Mahulda Jelly; Neriac,Card Game; Exploration; Puzzle; Real-time
935,Crown of Emara,2018,7.35363,3.0546,Strategy Game(529),1,4,1,4,3,3,45,75,12,12,Benjamin Schwer,Dennis Lohausen,Economic; Medieval
936,Dice Hospital,2018,7.09568,2.3354,"Strategy Game(605), Family Game(250)",1,4,1,4,3,3,45,90,10,10,Stan Kordonskiy; Mike Nudd,Sebastian Koziner; Sabrina Miramon,Dice; Medical
937,Abomination: The Heir of Frankenstein,2019,7.44709,3.245,"Thematic(179), Strategy Game(553)",2,4,2,4,3,3,90,180,14,14,Dan Blanchett,Mikhail Palamarchuk; Tony Sart,Horror; Novel-based; Science Fiction
938,Ex Libris,2017,7.11089,2.5312,Strategy Game(606),1,4,1,4,3,3,45,45,10,10,Adam P. McIver,Jacqui Davis; Adam P. McIver; Anita Osburn,Card Game; Fantasy
939,"Heroes of Land, Air & Sea",2018,7.55868,3.2973,"War Game(200), Strategy Game(535)",1,4,3,4,4,4,120,180,14,10,Scott Almes,Chad Hoverter; Adam P. McIver; Ian Rosenthaler,Exploration; Fantasy; Fighting; Wargame
940,Imperium: Horizons,2024,8.5223,3.9556,Strategy Game(462),1,4,1,3,1,2,40,160,14,12,Nigel Buckle; Dávid Turczi,Mihajlo Dimitrievski; Dávid Turczi,Card Game; Civilization
941,Raccoon Tycoon,2018,7.2195,2.1753,"Strategy Game(601), Family Game(238)",2,5,3,5,4,4,60,90,8,10,Glenn Drover,Jacoby O'Connor; Annie Stegg,Animals; Economic
942,Red7,2014,6.86223,1.6974,Family Game(287),2,4,2,4,4,4,5,30,9,8,Carl Chudyk; Chris Cieslik,Alanna Cervenak; TANSAN Inc.,Card Game; Number
943,Brazil: Imperial,2021,7.52333,3,Strategy Game(548),1,4,2,4,4,4,100,100,14,12,Zé Mendes,Adalberto Junio; Isaias Junior; Carlos Eduardo Justino; Vinicius Menezes; Arthur Parisi; Girleyne Costa Ramalho; Victor Sales; Ryan Teo; Tom Ventre,City Building; Civilization; Exploration; Industry / Manufacturing; Territory Building
944,Captain Flip,2024,7.14423,1.1934,Family Game(240),2,5,2,5,2,3,20,20,8,6,Remo Conzadori; Paolo Mori,Jonathan Aucomte,Nautical; Pirates
945,Saint Petersburg (Second Edition),2014,7.4516,2.672,Strategy Game(520),2,5,2,5,4,4,60,60,13,10,Bernd Brunnhofer; Karl-Heinz Schmiel,Irene Bressel; Anne Pätzke,Age of Reason; Card Game; City Building; Economic
946,Imperial Steam,2021,7.7314,4.2062,Strategy Game(484),2,4,2,4,4,4,120,120,12,14,Alexander Huemer,Andreas Resch,Economic; Industry / Manufacturing; Post-Napoleonic; Trains
947,Rats of Wistar,2023,7.48597,3.3977,Strategy Game(528),1,4,1,4,3,3,90,90,13,12,Simone Luciani; Danilo Sabia,Candida Corsi; Sara Valentino,Animals
948,Black Sonata,2017,7.46577,2.0926,Strategy Game(558),1,1,1,1,1,1,30,30,12,10,John Kean,John Kean,Deduction; Print & Play; Renaissance
949,Primal: The Awakening,2024,8.5749,3.8403,"Thematic(108), Strategy Game(491)",1,4,1,4,2,2,60,90,14,12,Tommaso Mondadori; Alberto Parisi,Daniel Comerci,Fantasy; Fighting; Miniatures
950,EXIT: The Game – The Secret Lab,2016,7.04541,2.5275,"Thematic(217), Family Game(263)",1,6,1,4,2,2,45,150,12,12,Inka Brand; Markus Brand,Silvia Christoph; Michaela Kienle; Sensit Communication GmbH; Franz Vohwinkel,Deduction; Puzzle; Real-time
951,World Without End,2009,7.22007,2.8148,Strategy Game(566),2,4,2,4,4,4,90,120,12,12,Michael Rieneck; Stefan Stadler,Michael Menzel,Economic; Medieval; Novel-based; Religious
952,Unfair,2017,7.28868,2.7194,"Thematic(245), Strategy Game(612)",2,5,2,5,3,4,50,125,14,12,Joel Finch,Nicole Castles; Lina Cossette; David Forest; Philippe Poirier,Card Game; City Building; Economic; Print & Play
953,Last Bastion,2019,7.43972,2.5882,Strategy Game(582),1,4,1,4,4,4,45,45,14,12,Antoine Bauza,Nastya Lehn; Pierô,Fantasy; Fighting; Medieval
954,Shipyard,2009,7.31462,3.5016,Strategy Game(534),2,4,2,4,3,3,120,120,11,12,Vladimír Suchý,Milan Vavroň,Economic; Industry / Manufacturing; Nautical
955,FUSE,2015,6.98844,1.6628,Family Game(278),1,5,1,5,4,4,10,10,10,8,Kane Klenko,Hokunin; Marc Mejia; Chris Ostrowski; Sean Thurlow,Action / Dexterity; Dice; Real-time; Science Fiction
956,Not Alone,2016,6.95558,1.9921,Strategy Game(657),2,7,3,7,4,5,30,45,10,10,Ghislain Masson,Sébastien Caiveau,Bluffing; Card Game; Deduction; Horror; Science Fiction
957,Challengers!,2022,7.06542,1.7957,"Party Game(57), Family Game(268)",1,8,2,8,4,8,45,45,8,8,Johannes Krenner; Markus Slawitscheck,Jeff Harvey,Animals; Card Game; Sports
958,Merchants Cove,2021,7.40176,2.7559,Strategy Game(559),1,4,1,4,3,3,60,90,14,10,Jonny Pac; Carl Van Ostrand; Drake Villareal,Mihajlo Dimitrievski,Economic; Fantasy; Nautical
959,Black Rose Wars: Rebirth,2023,8.40888,3.7333,Strategy Game(490),1,4,2,4,4,4,90,240,14,12,Andrea Colletti; Diego Fonseca; Marco Montanaro,Simone de Paolis; Angelica Donarini; Cristian Casado Otazu; Giovanni Pirrotta; Vincenzo Pratticò,Card Game; Fantasy; Miniatures
960,Space Hulk,1989,7.4931,2.5,"War Game(115), Thematic(180)",2,2,2,2,2,2,45,45,12,10,Richard Halliwell,Gary Chalk; Tony Cottrell; Wayne England; David Gallagher; Jes Goodwin; Gerry Grace; Bob Naismith,Fighting; Miniatures; Science Fiction; Wargame
961,Clinic: Deluxe Edition,2019,7.57352,4.0089,Strategy Game(511),1,4,1,4,3,3,60,150,14,14,Alban Viard,Ian O'Toole,City Building; Economic; Medical; Territory Building; Transportation
